Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas45168         Pavarde45168        0         3         10        10        4         7         4         8         8         9         2         0         7         10        1         5         
Vardas45169         Pavarde45169        6         6         10        10        7         5         10        5         2         8         3         4         7         10        5         9         
Vardas45170         Pavarde45170        9         3         9         2         5         8         3         2         8         2         8         1         7         4         2         1         
Vardas45171         Pavarde45171        8         3         5         6         2         0         8         5         10        3         9         0         0         7         10        6         
Vardas45172         Pavarde45172        0         1         7         6         5         3         3         1         7         9         4         8         3         1         0         5         
Vardas45173         Pavarde45173        5         4         4         10        5         2         9         0         10        5         5         8         1         6         4         5         
Vardas45174         Pavarde45174        9         9         0         5         8         3         0         8         9         0         9         0         3         10        1         3         
Vardas45175         Pavarde45175        7         10        7         5         3         5         10        1         8         4         9         4         9         0         1         10        
Vardas45176         Pavarde45176        0         2         9         0         8         2         10        8         6         6         2         5         6         8         2         5         
Vardas45177         Pavarde45177        3         6         6         4         7         10        3         3         4         3         8         8         1         10        0         10        
Vardas45178         Pavarde45178        6         0         8         2         5         10        3         9         7         3         8         9         3         0         9         5         
Vardas45179         Pavarde45179        0         2         5         9         10        0         9         2         9         7         0         2         3         6         8         0         
Vardas45180         Pavarde45180        7         1         5         1         0         3         4         3         7         2         5         10        7         7         7         4         
Vardas45181         Pavarde45181        8         9         6         9         8         8         9         1         8         2         7         3         3         2         7         9         
Vardas45182         Pavarde45182        10        2         2         7         4         4         2         7         4         6         1         7         2         9         9         4         
Vardas45183         Pavarde45183        1         7         9         0         3         9         5         7         1         0         7         7         6         4         7         6         
Vardas45184         Pavarde45184        3         9         7         4         3         9         1         6         3         4         0         1         7         5         4         0         
Vardas45185         Pavarde45185        9         5         8         2         9         3         6         2         10        9         3         2         3         2         2         9         
Vardas45186         Pavarde45186        2         0         9         0         8         0         0         0         4         4         5         5         9         6         3         0         
Vardas45187         Pavarde45187        2         8         6         4         4         3         7         0         9         4         4         9         3         2         1         6         
Vardas45188         Pavarde45188        1         2         10        8         6         3         4         7         9         2         0         4         6         5         0         1         
Vardas45189         Pavarde45189        6         2         5         8         10        6         6         2         9         4         6         7         7         3         7         6         
Vardas45190         Pavarde45190        9         5         3         6         10        3         7         6         3         1         5         7         5         9         4         7         
Vardas45191         Pavarde45191        9         0         2         2         6         9         6         10        8         5         10        2         8         10        10        9         
Vardas45192         Pavarde45192        9         4         0         5         5         7         5         4         0         8         5         1         1         4         4         6         
Vardas45193         Pavarde45193        6         3         7         5         2         8         7         6         9         2         9         8         7         9         1         8         
Vardas45194         Pavarde45194        0         10        1         0         1         7         1         0         7         5         8         10        3         6         10        8         
Vardas45195         Pavarde45195        0         6         5         1         0         7         10        9         5         8         9         5         7         10        0         8         
Vardas45196         Pavarde45196        9         10        6         1         10        7         10        6         3         2         1         2         8         0         6         0         
Vardas45197         Pavarde45197        6         8         5         5         2         10        2         0         6         8         1         6         4         7         7         7         
Vardas45198         Pavarde45198        8         9         2         0         1         4         0         0         5         10        4         10        6         1         3         2         
Vardas45199         Pavarde45199        3         4         9         3         3         0         7         2         6         8         10        7         5         5         2         5         
Vardas45200         Pavarde45200        1         0         8         10        9         3         6         7         0         10        3         10        9         2         1         3         
Vardas45201         Pavarde45201        6         6         4         3         3         7         6         2         10        3         1         9         9         4         3         4         
Vardas45202         Pavarde45202        2         0         0         1         9         3         2         1         4         2         1         1         1         10        3         4         
Vardas45203         Pavarde45203        8         9         6         5         10        1         8         9         5         0         0         4         7         10        1         2         
Vardas45204         Pavarde45204        4         4         0         10        9         5         3         0         5         6         0         3         3         1         1         4         
Vardas45205         Pavarde45205        5         7         4         5         10        8         8         1         0         9         6         5         3         1         6         4         
Vardas45206         Pavarde45206        8         0         10        6         1         4         9         8         7         10        8         6         3         7         3         10        
Vardas45207         Pavarde45207        3         1         5         8         7         5         5         8         4         6         6         7         4         8         6         8         
Vardas45208         Pavarde45208        0         6         7         3         9         7         9         8         0         6         5         5         9         5         0         9         
Vardas45209         Pavarde45209        7         5         10        7         9         2         5         3         10        9         7         0         5         5         8         7         
Vardas45210         Pavarde45210        7         10        5         1         9         6         7         7         5         10        6         9         7         7         7         0         
Vardas45211         Pavarde45211        6         0         6         10        9         7         9         6         0         0         5         1         0         3         0         0         
Vardas45212         Pavarde45212        2         2         4         0         3         9         6         2         2         4         5         6         5         6         10        2         
Vardas45213         Pavarde45213        0         4         7         6         6         1         0         9         10        8         8         7         9         7         7         5         
Vardas45214         Pavarde45214        3         0         2         7         9         7         1         5         10        0         2         3         8         8         10        5         
Vardas45215         Pavarde45215        0         0         8         1         0         0         10        10        0         9         0         3         5         7         4         3         
Vardas45216         Pavarde45216        5         9         5         9         3         0         4         2         3         3         8         8         3         9         10        3         
Vardas45217         Pavarde45217        5         5         7         6         4         3         5         0         3         0         2         8         0         10        4         10        
Vardas45218         Pavarde45218        4         6         3         7         8         6         10        0         1         0         4         0         9         5         0         0         
Vardas45219         Pavarde45219        8         1         3         5         8         3         6         6         0         7         6         0         4         7         0         6         
Vardas45220         Pavarde45220        8         0         1         2         0         3         2         3         0         4         8         1         4         6         1         3         
Vardas45221         Pavarde45221        9         9         6         1         1         10        6         0         4         4         9         1         3         0         0         7         
Vardas45222         Pavarde45222        1         7         2         9         0         6         1         2         5         8         4         7         6         0         8         1         
Vardas45223         Pavarde45223        7         4         0         6         1         0         0         10        10        7         2         6         9         8         4         8         
Vardas45224         Pavarde45224        10        2         3         5         1         5         9         1         6         10        4         9         6         8         3         3         
Vardas45225         Pavarde45225        0         8         4         1         4         0         4         10        6         9         4         5         10        5         1         4         
Vardas45226         Pavarde45226        4         6         1         2         6         2         10        6         2         8         8         2         8         1         10        7         
Vardas45227         Pavarde45227        4         3         2         6         6         7         10        10        9         0         6         3         8         7         3         0         
Vardas45228         Pavarde45228        4         10        9         2         0         5         1         10        5         8         7         0         10        0         10        2         
Vardas45229         Pavarde45229        10        7         3         9         2         9         5         8         1         1         7         3         10        0         10        2         
Vardas45230         Pavarde45230        2         7         2         7         10        3         3         7         8         10        9         5         1         4         7         8         
Vardas45231         Pavarde45231        9         7         6         6         6         3         5         0         6         4         8         3         1         2         4         8         
Vardas45232         Pavarde45232        0         5         10        8         2         0         3         0         6         9         1         2         2         6         5         2         
Vardas45233         Pavarde45233        9         8         8         10        4         4         1         0         9         6         5         0         5         10        7         6         
Vardas45234         Pavarde45234        2         6         7         10        3         9         10        6         4         10        3         6         5         0         6         2         
Vardas45235         Pavarde45235        9         0         4         0         10        2         1         2         10        2         6         4         10        4         2         6         
Vardas45236         Pavarde45236        4         6         6         5         2         0         3         0         6         6         10        2         4         7         10        0         
Vardas45237         Pavarde45237        3         8         3         3         0         1         8         9         3         6         0         9         5         2         1         10        
Vardas45238         Pavarde45238        9         0         4         0         1         3         1         9         0         6         8         0         4         2         9         3         
Vardas45239         Pavarde45239        10        2         0         8         6         1         8         0         6         4         4         7         7         4         6         4         
Vardas45240         Pavarde45240        7         0         6         9         4         0         3         1         8         9         4         5         8         0         8         10        
Vardas45241         Pavarde45241        10        9         8         5         1         6         9         1         6         0         6         4         10        5         4         10        
Vardas45242         Pavarde45242        0         1         1         3         5         2         9         6         1         8         3         5         10        1         1         9         
Vardas45243         Pavarde45243        3         1         2         2         1         6         9         9         5         7         7         8         10        5         0         1         
Vardas45244         Pavarde45244        2         7         1         10        5         4         9         6         10        2         2         8         10        2         9         0         
Vardas45245         Pavarde45245        8         7         10        1         10        8         3         9         3         3         2         5         4         3         4         10        
Vardas45246         Pavarde45246        9         3         4         2         6         7         4         4         4         9         7         9         5         6         6         0         
Vardas45247         Pavarde45247        6         3         9         6         7         6         10        5         3         0         9         8         0         10        5         8         
Vardas45248         Pavarde45248        5         1         1         10        8         2         3         6         4         10        10        7         0         2         9         6         
Vardas45249         Pavarde45249        1         0         7         5         9         6         7         10        6         7         6         0         9         6         0         3         
Vardas45250         Pavarde45250        8         7         3         4         4         10        2         7         8         7         1         6         1         5         3         4         
Vardas45251         Pavarde45251        6         0         6         6         3         0         3         10        2         3         0         10        9         7         5         6         
Vardas45252         Pavarde45252        4         8         3         2         2         2         2         8         8         7         2         7         0         4         7         8         
Vardas45253         Pavarde45253        7         7         3         3         6         4         9         6         0         6         9         7         1         4         4         8         
Vardas45254         Pavarde45254        3         2         6         9         5         7         2         9         10        3         8         0         6         1         3         1         
Vardas45255         Pavarde45255        7         1         7         1         9         8         3         2         8         1         6         9         9         5         1         10        
Vardas45256         Pavarde45256        1         0         7         3         5         4         0         6         5         1         4         8         5         9         1         1         
Vardas45257         Pavarde45257        10        2         9         1         0         1         7         9         2         5         1         2         10        0         7         6         
Vardas45258         Pavarde45258        9         4         3         8         2         8         7         5         9         5         8         10        10        0         6         10        
Vardas45259         Pavarde45259        7         1         2         1         1         1         6         3         7         4         6         2         5         10        6         8         
Vardas45260         Pavarde45260        5         2         8         5         8         2         6         4         0         7         9         9         10        3         8         5         
Vardas45261         Pavarde45261        5         6         8         8         5         2         5         5         0         5         0         9         10        0         2         8         
Vardas45262         Pavarde45262        5         10        1         2         6         8         4         9         3         6         10        2         10        3         1         8         
Vardas45263         Pavarde45263        0         10        6         3         10        0         2         10        1         7         5         7         8         4         4         9         
Vardas45264         Pavarde45264        7         3         7         5         0         5         7         4         9         9         1         2         4         4         6         0         
Vardas45265         Pavarde45265        6         3         7         4         3         2         10        6         7         7         1         4         4         6         6         0         
Vardas45266         Pavarde45266        1         10        0         8         9         6         1         1         1         5         8         5         10        2         0         6         
Vardas45267         Pavarde45267        2         8         0         0         5         1         9         8         7         10        3         2         0         10        4         7         
Vardas45268         Pavarde45268        8         2         2         0         2         0         0         8         2         7         0         8         7         2         6         3         
Vardas45269         Pavarde45269        3         6         4         9         5         7         5         5         6         8         5         7         5         7         0         10        
Vardas45270         Pavarde45270        5         0         1         3         9         0         4         6         4         6         0         0         3         3         0         4         
Vardas45271         Pavarde45271        4         0         6         3         8         0         4         1         1         1         7         1         1         0         3         3         
Vardas45272         Pavarde45272        6         3         1         4         6         7         4         0         10        5         3         1         5         0         10        10        
Vardas45273         Pavarde45273        7         9         5         3         8         2         2         9         4         6         6         9         2         5         0         9         
Vardas45274         Pavarde45274        2         4         10        4         2         8         9         2         9         1         10        4         0         2         1         0         
Vardas45275         Pavarde45275        1         5         0         5         7         8         4         9         6         5         6         8         9         3         0         4         
Vardas45276         Pavarde45276        2         6         9         4         10        6         1         2         2         4         10        9         0         1         2         2         
Vardas45277         Pavarde45277        5         4         6         5         5         0         2         6         7         10        3         4         1         0         4         2         
Vardas45278         Pavarde45278        8         2         6         3         6         0         5         6         7         2         10        6         8         4         10        8         
Vardas45279         Pavarde45279        1         0         0         1         8         1         10        2         8         10        9         9         5         9         6         0         
Vardas45280         Pavarde45280        6         7         9         3         0         7         6         0         0         0         1         10        8         4         1         7         
Vardas45281         Pavarde45281        2         2         5         4         0         5         1         2         1         1         9         9         8         8         6         8         
Vardas45282         Pavarde45282        0         5         10        0         2         2         0         9         1         9         8         8         9         5         9         8         
Vardas45283         Pavarde45283        1         4         0         6         3         3         9         2         9         8         2         2         9         2         1         0         
Vardas45284         Pavarde45284        7         5         6         9         6         8         4         4         4         3         0         3         3         6         0         9         
Vardas45285         Pavarde45285        5         8         0         3         8         6         1         6         1         10        9         3         5         1         8         1         
Vardas45286         Pavarde45286        5         4         6         1         1         0         1         10        0         1         2         9         7         3         10        7         
Vardas45287         Pavarde45287        10        1         5         2         6         1         5         5         4         7         0         6         3         5         6         9         
Vardas45288         Pavarde45288        3         7         1         9         7         8         10        9         5         10        5         9         10        0         4         8         
Vardas45289         Pavarde45289        7         10        3         6         4         7         3         1         3         8         6         4         3         6         0         9         
Vardas45290         Pavarde45290        5         9         3         6         8         0         10        5         3         4         1         7         7         1         0         5         
Vardas45291         Pavarde45291        3         6         4         0         5         4         6         3         5         2         5         6         2         5         6         9         
Vardas45292         Pavarde45292        6         8         2         1         8         2         6         8         8         8         7         10        8         0         7         4         
Vardas45293         Pavarde45293        6         1         3         10        7         5         9         2         1         1         5         4         3         7         6         9         
Vardas45294         Pavarde45294        1         0         8         6         5         4         2         4         7         8         6         5         4         2         8         5         
Vardas45295         Pavarde45295        3         5         0         4         4         6         7         8         3         5         7         8         8         10        7         10        
Vardas45296         Pavarde45296        9         2         4         5         8         0         3         7         8         0         9         3         4         7         5         4         
Vardas45297         Pavarde45297        7         5         5         1         9         8         1         7         0         9         0         6         6         5         2         6         
Vardas45298         Pavarde45298        7         1         6         0         7         6         0         3         7         3         8         3         9         0         3         0         
Vardas45299         Pavarde45299        4         6         9         6         6         4         10        8         2         10        4         10        8         10        8         3         
Vardas45300         Pavarde45300        8         8         4         2         8         8         0         5         6         1         3         6         5         10        3         6         
Vardas45301         Pavarde45301        7         8         2         9         5         3         9         7         10        7         10        5         6         10        3         1         
Vardas45302         Pavarde45302        2         6         6         10        9         1         1         9         9         3         9         7         0         1         3         5         
Vardas45303         Pavarde45303        10        1         0         2         10        2         6         0         10        1         10        0         3         5         10        10        
Vardas45304         Pavarde45304        2         8         9         7         10        6         3         7         8         6         5         6         2         8         3         4         
Vardas45305         Pavarde45305        9         1         2         7         4         3         7         8         6         5         5         10        6         2         3         3         
Vardas45306         Pavarde45306        0         9         4         4         7         7         9         5         0         6         1         4         8         1         6         7         
Vardas45307         Pavarde45307        4         6         3         5         1         1         8         8         8         7         9         0         6         8         1         5         
Vardas45308         Pavarde45308        10        1         8         8         1         3         5         6         8         3         9         2         2         10        9         10        
Vardas45309         Pavarde45309        8         1         1         0         2         7         3         5         6         0         9         1         2         7         2         9         
Vardas45310         Pavarde45310        1         10        7         4         1         2         5         1         2         0         2         6         1         7         8         4         
Vardas45311         Pavarde45311        3         8         3         5         8         2         9         7         7         5         2         3         1         4         10        3         
Vardas45312         Pavarde45312        3         5         7         6         0         2         10        2         7         3         0         2         9         1         9         7         
Vardas45313         Pavarde45313        3         9         10        0         5         4         10        3         7         4         7         0         1         1         8         4         
Vardas45314         Pavarde45314        0         9         10        6         3         1         2         6         6         9         3         10        3         10        9         7         
Vardas45315         Pavarde45315        2         2         0         9         3         5         4         3         5         5         2         9         1         4         2         8         
Vardas45316         Pavarde45316        5         3         4         6         3         4         7         5         7         2         7         4         4         0         1         10        
Vardas45317         Pavarde45317        3         8         10        4         7         3         9         7         10        1         8         3         9         4         5         3         
Vardas45318         Pavarde45318        10        3         2         8         0         0         10        10        6         6         5         4         2         5         3         6         
Vardas45319         Pavarde45319        4         3         0         7         0         10        5         8         5         4         3         5         9         9         0         7         
Vardas45320         Pavarde45320        0         7         4         9         1         2         8         6         1         5         9         2         2         2         7         1         
Vardas45321         Pavarde45321        0         2         5         8         10        0         7         6         6         7         9         8         0         0         4         1         
Vardas45322         Pavarde45322        9         10        9         7         10        7         2         2         1         4         3         9         5         4         7         4         
Vardas45323         Pavarde45323        9         8         9         4         8         10        5         7         0         8         1         0         8         5         10        8         
Vardas45324         Pavarde45324        6         9         9         3         2         7         7         4         8         6         3         3         5         9         5         8         
Vardas45325         Pavarde45325        8         1         6         8         8         1         8         10        4         9         6         8         7         5         3         8         
Vardas45326         Pavarde45326        6         5         3         9         7         1         7         5         5         4         8         7         7         7         8         1         
Vardas45327         Pavarde45327        8         7         2         10        10        1         8         4         3         0         5         10        9         7         9         1         
Vardas45328         Pavarde45328        10        1         3         10        5         0         0         1         9         2         10        2         8         4         9         4         
Vardas45329         Pavarde45329        6         5         2         10        8         7         9         2         8         6         8         10        9         3         5         8         
Vardas45330         Pavarde45330        2         3         8         8         6         7         7         9         6         8         0         1         7         2         7         9         
Vardas45331         Pavarde45331        3         10        0         8         4         3         9         6         0         3         7         9         3         10        8         7         
Vardas45332         Pavarde45332        1         2         7         4         9         10        4         7         2         1         3         9         0         8         9         2         
Vardas45333         Pavarde45333        7         0         0         7         9         0         9         5         0         4         4         2         5         7         4         5         
Vardas45334         Pavarde45334        9         4         8         0         6         10        7         9         1         4         3         1         9         1         1         5         
Vardas45335         Pavarde45335        10        4         3         7         6         1         3         8         10        3         8         2         0         1         10        5         
Vardas45336         Pavarde45336        2         10        1         9         1         9         6         10        0         3         2         0         7         4         8         4         
Vardas45337         Pavarde45337        6         0         6         1         2         6         1         8         9         1         1         8         3         1         1         0         
Vardas45338         Pavarde45338        8         1         0         0         6         0         6         3         7         0         1         10        1         9         8         3         
Vardas45339         Pavarde45339        7         4         9         6         1         0         2         3         5         10        4         6         8         0         1         2         
Vardas45340         Pavarde45340        6         0         9         4         3         2         9         9         5         8         6         1         7         2         7         3         
Vardas45341         Pavarde45341        9         3         2         0         2         6         3         7         8         5         10        0         2         4         7         8         
Vardas45342         Pavarde45342        7         9         3         1         3         2         9         5         9         1         5         7         9         6         5         7         
Vardas45343         Pavarde45343        0         1         0         0         1         1         0         5         4         10        4         2         6         3         5         6         
Vardas45344         Pavarde45344        1         4         10        7         0         3         7         8         3         6         5         6         4         3         4         0         
Vardas45345         Pavarde45345        6         2         1         6         0         7         4         9         10        10        2         6         4         0         7         10        
Vardas45346         Pavarde45346        8         5         6         2         8         6         7         2         1         6         1         3         10        4         6         0         
Vardas45347         Pavarde45347        10        2         1         8         9         4         10        2         0         8         3         4         6         0         1         3         
Vardas45348         Pavarde45348        8         5         6         2         4         1         2         8         3         10        9         0         6         10        3         10        
Vardas45349         Pavarde45349        2         7         9         0         1         8         5         4         9         3         5         4         4         5         9         0         
Vardas45350         Pavarde45350        10        5         4         0         0         2         5         2         10        4         2         3         10        0         0         4         
Vardas45351         Pavarde45351        2         8         9         9         6         5         10        4         6         1         8         7         9         1         9         6         
Vardas45352         Pavarde45352        9         3         1         8         10        10        8         6         1         1         9         4         4         9         9         8         
Vardas45353         Pavarde45353        10        10        10        2         4         3         3         3         1         5         3         10        7         8         3         9         
Vardas45354         Pavarde45354        8         1         1         5         9         7         1         2         0         6         5         1         6         1         2         6         
Vardas45355         Pavarde45355        3         10        7         7         3         1         5         3         2         7         7         9         6         4         9         1         
Vardas45356         Pavarde45356        5         3         10        5         10        5         6         0         9         5         8         1         0         6         5         9         
Vardas45357         Pavarde45357        10        10        10        9         0         3         3         6         4         9         4         7         1         9         7         3         
Vardas45358         Pavarde45358        5         10        5         1         2         7         10        4         1         1         9         7         7         3         0         1         
Vardas45359         Pavarde45359        7         10        6         6         9         5         10        9         1         2         3         1         8         4         8         7         
Vardas45360         Pavarde45360        0         1         6         10        5         2         8         8         4         7         8         9         5         9         7         2         
Vardas45361         Pavarde45361        3         5         3         6         4         6         8         9         6         9         7         10        9         8         6         0         
Vardas45362         Pavarde45362        9         3         8         4         4         6         9         10        2         8         9         9         5         0         10        1         
Vardas45363         Pavarde45363        6         5         2         1         5         4         5         0         3         9         10        9         1         10        8         2         
Vardas45364         Pavarde45364        6         9         7         5         7         2         9         6         3         7         3         3         9         10        2         1         
Vardas45365         Pavarde45365        2         0         0         6         5         10        2         5         1         9         5         5         2         0         4         2         
Vardas45366         Pavarde45366        9         9         1         4         5         10        7         1         9         0         0         8         6         10        3         10        
Vardas45367         Pavarde45367        0         10        6         8         1         3         7         2         0         10        3         8         4         7         6         10        
Vardas45368         Pavarde45368        10        0         9         8         0         0         7         10        9         6         0         1         1         7         9         9         
Vardas45369         Pavarde45369        0         10        7         5         7         7         0         10        9         1         2         9         10        3         7         1         
Vardas45370         Pavarde45370        2         9         1         9         7         8         4         4         0         10        1         3         0         9         3         2         
Vardas45371         Pavarde45371        9         1         6         3         1         3         7         8         5         4         8         6         3         5         7         6         
Vardas45372         Pavarde45372        5         2         7         1         1         8         8         8         9         0         6         5         8         9         0         6         
Vardas45373         Pavarde45373        9         6         5         4         7         4         9         3         4         5         0         6         4         9         2         4         
Vardas45374         Pavarde45374        3         9         2         0         5         8         10        1         7         1         2         4         5         8         5         10        
Vardas45375         Pavarde45375        7         6         2         0         6         5         9         3         0         2         5         6         7         7         4         10        
Vardas45376         Pavarde45376        8         7         1         0         9         0         6         5         7         7         5         1         8         9         3         8         
Vardas45377         Pavarde45377        5         4         3         7         7         1         3         0         1         1         1         5         2         4         0         2         
Vardas45378         Pavarde45378        1         5         6         3         4         8         9         4         8         3         0         0         4         7         5         7         
Vardas45379         Pavarde45379        5         3         1         9         8         10        5         5         10        3         3         8         5         3         5         8         
Vardas45380         Pavarde45380        8         10        10        9         3         1         6         5         7         8         9         7         7         6         8         10        
Vardas45381         Pavarde45381        1         9         10        3         6         0         3         10        3         0         2         0         2         9         10        7         
Vardas45382         Pavarde45382        2         6         8         6         5         6         0         10        7         3         10        7         6         7         5         2         
Vardas45383         Pavarde45383        5         2         7         6         3         1         4         4         4         10        1         10        3         9         5         8         
Vardas45384         Pavarde45384        3         6         8         2         4         3         1         1         2         1         0         4         2         0         3         3         
Vardas45385         Pavarde45385        9         0         6         6         3         5         9         10        2         3         5         8         6         9         9         2         
Vardas45386         Pavarde45386        2         10        7         1         8         2         10        10        2         10        3         6         9         2         8         0         
Vardas45387         Pavarde45387        4         5         1         4         8         10        3         2         0         7         8         9         9         2         6         3         
Vardas45388         Pavarde45388        10        0         8         5         10        9         0         7         8         2         6         6         10        7         7         4         
Vardas45389         Pavarde45389        4         2         0         6         3         2         3         10        0         8         10        0         3         1         1         10        
Vardas45390         Pavarde45390        8         2         5         2         1         7         5         8         10        5         4         8         7         5         10        10        
Vardas45391         Pavarde45391        6         4         0         10        7         6         9         10        4         0         9         9         0         4         7         5         
